,user_id,variant_name,total_revenue,converted
249,517,control,0.0,0
250,518,variant,0.0,0
251,521,control,0.0,0
252,522,control,0.0,0
253,525,variant,0.0,0
254,526,variant,0.0,0
255,528,variant,0.0,0
256,529,variant,0.0,0
257,531,control,0.0,0
258,534,control,0.0,0
259,536,variant,0.0,0
260,541,variant,0.0,0
261,543,control,0.0,0
262,544,control,0.0,0
263,548,variant,0.0,0
264,549,control,0.0,0
265,552,control,2.99,1
266,553,control,0.0,0
267,555,control,0.0,0
268,556,control,0.0,0
269,558,variant,0.0,0
270,570,variant,0.0,0
271,571,variant,0.0,0
272,572,control,0.0,0
273,574,control,0.0,0
274,577,control,0.0,0
275,579,control,0.0,0
276,580,control,0.0,0
277,586,control,0.0,0
278,589,control,0.0,0
279,590,variant,0.0,0
280,591,variant,0.0,0
281,593,control,0.0,0
282,594,control,0.0,0
283,595,control,0.0,0
284,599,control,0.0,0
285,601,control,0.0,0
286,602,variant,0.0,0
287,603,control,0.0,0
288,604,control,0.0,0
289,607,variant,0.0,0
290,608,control,0.0,0
291,610,variant,0.0,0
292,611,variant,0.0,0
293,612,variant,0.0,0
294,614,variant,0.0,0
295,615,variant,0.0,0
296,616,control,0.0,0
297,617,variant,3.98,1
298,619,variant,0.0,0
299,625,control,0.0,0
300,632,control,0.0,0
301,634,control,0.0,0
302,635,control,0.0,0
303,636,variant,0.0,0
304,637,control,0.0,0
305,644,variant,0.0,0
306,645,variant,0.0,0
307,646,control,0.0,0
308,648,control,0.0,0
309,651,control,0.0,0
310,654,variant,0.0,0
311,657,control,0.0,0
312,658,control,0.0,0
313,660,control,0.0,0
314,661,variant,0.0,0
315,664,control,0.0,0
316,666,variant,0.0,0
317,667,control,0.0,0
318,669,control,0.0,0
319,671,variant,0.0,0
320,672,variant,0.0,0
321,673,control,0.0,0
322,676,variant,0.0,0
323,680,control,0.0,0
324,681,variant,0.0,0
325,682,variant,0.0,0
326,683,variant,0.0,0
327,685,control,0.0,0
328,689,variant,0.0,0
329,690,variant,0.0,0
330,693,variant,0.0,0
331,694,variant,0.0,0
332,696,variant,0.0,0
333,698,variant,0.0,0
334,699,control,0.0,0
335,700,control,0.0,0
336,703,control,0.0,0
337,705,variant,0.0,0
338,707,variant,0.0,0
339,708,variant,3.0,1
340,710,control,0.0,0
341,715,control,0.0,0
342,716,variant,0.0,0
343,719,control,0.0,0
344,721,control,0.0,0
345,725,control,0.0,0
346,727,variant,0.0,0
347,728,variant,0.0,0
348,729,control,0.0,0
349,733,variant,0.0,0
350,734,control,0.0,0
351,735,control,0.0,0
352,736,variant,0.0,0
353,737,variant,0.0,0
354,738,control,0.0,0
355,741,control,0.0,0
356,742,control,0.0,0
357,743,variant,0.0,0
358,747,variant,0.0,0
359,748,control,0.0,0
360,749,control,0.0,0
361,751,variant,0.0,0
362,754,control,0.0,0
363,755,control,0.0,0
364,759,variant,0.0,0
365,761,control,0.0,0
366,762,variant,0.0,0
367,764,variant,0.0,0
368,765,variant,0.0,0
369,767,control,0.0,0
370,769,variant,0.0,0
371,771,variant,2.14,1
372,772,control,0.0,0
373,773,control,0.0,0
374,774,control,0.0,0
375,775,control,0.0,0
376,777,variant,0.0,0
377,778,variant,0.0,0
378,781,variant,0.0,0
379,782,control,0.0,0
380,783,control,0.0,0
381,785,control,0.0,0
382,793,variant,0.0,0
383,794,control,0.0,0
384,795,control,0.0,0
385,797,control,0.0,0
386,803,control,0.0,0
387,806,control,0.0,0
388,807,control,0.0,0
389,808,control,0.0,0
390,809,variant,0.0,0
391,814,control,0.0,0
392,818,variant,0.0,0
393,819,control,0.0,0
394,820,control,0.0,0
395,821,variant,0.0,0
396,823,variant,0.0,0
397,826,control,0.0,0
398,827,control,0.0,0
399,830,control,0.0,0
400,832,variant,0.0,0
401,835,variant,0.0,0
402,836,variant,0.0,0
403,837,variant,0.0,0
404,841,control,0.0,0
405,842,control,0.0,0
406,844,variant,0.0,0
407,845,control,0.0,0
408,847,control,0.0,0
409,848,control,0.0,0
410,849,control,0.0,0
411,851,control,0.0,0
412,854,control,0.0,0
413,855,control,0.0,0
414,857,variant,0.0,0
415,859,variant,0.0,0
416,861,control,0.0,0
417,863,control,0.0,0
418,864,control,0.0,0
419,866,control,0.0,0
420,867,control,0.0,0
421,868,control,4.27,1
422,870,variant,0.0,0
423,871,control,0.0,0
424,873,variant,0.0,0
425,874,control,0.0,0
426,877,variant,0.0,0
427,879,variant,0.0,0
428,880,variant,0.0,0
429,882,variant,0.0,0
430,883,control,0.0,0
431,884,control,0.0,0
432,888,variant,0.0,0
433,889,variant,0.0,0
434,896,variant,0.0,0
435,898,control,0.0,0
436,899,variant,0.0,0
437,900,variant,0.0,0
438,901,control,0.0,0
439,902,control,0.0,0
440,907,variant,0.0,0
441,908,variant,0.0,0
442,909,control,0.0,0
443,911,control,0.0,0
444,912,variant,2.95,1
445,916,control,0.0,0
446,917,control,0.0,0
447,918,variant,0.0,0
448,919,variant,0.0,0
449,920,control,0.0,0
450,921,variant,0.0,0
451,922,variant,0.0,0
452,924,variant,0.0,0
453,926,control,0.0,0
454,929,control,0.0,0
455,931,control,0.0,0
456,932,variant,1.3,1
457,934,variant,0.0,0
458,937,control,0.0,0
459,938,variant,0.0,0
460,939,control,0.0,0
461,940,variant,0.0,0
462,941,control,0.0,0
463,943,variant,0.0,0
464,944,variant,0.0,0
465,947,control,0.0,0
466,948,variant,0.0,0
467,950,control,0.0,0
468,954,control,0.0,0
469,956,variant,0.0,0
470,958,variant,0.0,0
471,959,control,0.0,0
472,960,variant,0.0,0
473,962,control,0.0,0
474,965,variant,0.0,0
475,968,control,0.0,0
476,970,variant,0.0,0
477,973,control,0.0,0
478,976,variant,0.0,0
479,977,control,0.0,0
480,982,control,0.0,0
481,983,variant,0.0,0
482,993,variant,0.0,0
483,994,control,0.0,0
484,995,variant,0.0,0
485,996,control,0.0,0
486,1000,control,0.0,0
487,1002,control,0.0,0
488,1003,control,0.0,0
489,1004,variant,0.0,0
490,1005,control,0.0,0
491,1007,control,0.0,0
492,1011,control,0.0,0
493,1013,control,0.0,0
494,1015,control,0.0,0
495,1017,variant,0.0,0
496,1019,variant,0.0,0
497,1021,control,0.0,0
498,1022,control,0.0,0
499,1023,variant,0.0,0
500,1025,variant,0.0,0
501,1027,control,0.0,0
502,1029,variant,0.0,0
503,1030,control,0.0,0
504,1034,control,0.0,0
505,1035,control,0.23,1
506,1040,variant,0.0,0
507,1041,variant,0.0,0
508,1043,variant,0.0,0
509,1044,control,0.0,0
510,1046,variant,0.0,0
511,1047,control,0.0,0
512,1051,variant,0.0,0
513,1052,variant,0.0,0
514,1053,control,20.07,1
515,1055,control,0.0,0
516,1056,variant,0.0,0
517,1057,variant,0.0,0
518,1059,control,0.0,0
519,1060,variant,0.0,0
520,1083,variant,0.0,0
521,1088,control,0.0,0
522,1090,control,0.0,0
523,1091,variant,0.0,0
524,1094,control,0.0,0
525,1095,control,0.0,0
526,1099,variant,0.0,0
527,1100,control,0.0,0
528,1104,variant,0.0,0
529,1107,control,0.0,0
530,1108,control,2.17,1
531,1110,control,2.01,1
532,1111,control,0.0,0
533,1114,control,0.0,0
534,1116,variant,0.0,0
535,1119,variant,0.0,0
536,1120,control,0.0,0
537,1122,control,0.0,0
538,1124,control,0.0,0
539,1128,variant,0.0,0
540,1129,variant,0.0,0
541,1135,control,0.0,0
542,1136,control,0.0,0
543,1140,control,0.0,0
544,1142,variant,0.0,0
545,1146,control,0.0,0
546,1147,variant,0.0,0
547,1149,variant,0.0,0
548,1151,control,0.0,0
549,1152,control,0.0,0
550,1155,control,0.0,0
551,1156,control,0.0,0
552,1158,control,0.0,0
553,1159,control,0.0,0
554,1160,variant,0.0,0
555,1161,variant,0.0,0
556,1163,variant,0.0,0
557,1164,control,0.0,0
558,1165,variant,0.0,0
559,1167,control,0.0,0
560,1168,control,0.0,0
561,1170,variant,0.0,0
562,1173,control,0.0,0
563,1175,variant,0.0,0
564,1182,variant,0.0,0
565,1184,control,0.0,0
566,1189,control,0.0,0
567,1192,control,0.0,0
568,1193,control,0.0,0
569,1195,control,0.0,0
570,1196,variant,0.0,0
571,1197,variant,0.0,0
572,1199,variant,0.0,0
573,1206,variant,0.0,0
574,1207,variant,0.0,0
575,1208,control,0.0,0
576,1209,variant,0.0,0
577,1210,control,0.0,0
578,1211,variant,0.0,0
579,1213,variant,0.0,0
580,1214,variant,0.0,0
581,1216,control,0.0,0
582,1217,variant,0.0,0
583,1223,variant,0.0,0
584,1226,control,0.0,0
585,1228,control,0.0,0
586,1230,control,0.0,0
587,1235,control,0.0,0
588,1236,control,0.0,0
589,1237,control,0.0,0
590,1238,control,0.0,0
591,1239,variant,0.0,0
592,1240,variant,0.0,0
593,1242,control,0.0,0
594,1243,variant,0.0,0
595,1245,control,0.0,0
596,1248,control,0.0,0
597,1249,control,0.0,0
598,1250,variant,0.0,0
599,1255,variant,0.0,0
600,1257,control,0.0,0
601,1259,variant,0.0,0
602,1261,variant,0.0,0
603,1263,variant,0.0,0
604,1264,variant,0.0,0
605,1265,control,0.0,0
606,1266,control,0.0,0
607,1268,variant,0.0,0
608,1273,control,0.0,0
609,1274,variant,0.0,0
610,1277,variant,0.0,0
611,1278,variant,0.0,0
612,1291,variant,0.0,0
613,1296,variant,0.0,0
614,1297,control,0.0,0
615,1299,control,0.0,0
616,1301,variant,0.0,0
617,1302,control,0.0,0
618,1307,control,0.0,0
619,1309,variant,0.0,0
620,1310,variant,0.0,0
621,1311,variant,0.0,0
622,1314,variant,0.0,0
623,1315,control,0.0,0
624,1316,variant,0.0,0
625,1317,control,0.0,0
626,1319,control,0.0,0
627,1321,variant,0.0,0
628,1323,control,0.0,0
629,1325,variant,1.0,1
630,1326,control,0.0,0
631,1328,variant,0.0,0
632,1330,control,0.0,0
633,1332,variant,0.0,0
634,1333,variant,0.0,0
635,1336,control,0.0,0
636,1339,variant,4.52,1
637,1340,control,0.0,0
638,1344,control,0.0,0
639,1352,variant,0.0,0
640,1353,variant,0.0,0
641,1355,control,0.0,0
642,1359,variant,0.0,0
643,1360,control,0.0,0
644,1361,control,0.0,0
645,1363,control,0.0,0
646,1364,variant,0.0,0
647,1366,variant,0.0,0
648,1368,control,0.0,0
649,1369,variant,0.0,0
650,1370,variant,0.0,0
651,1371,control,0.0,0
652,1373,control,0.0,0
653,1374,variant,0.0,0
654,1376,variant,0.0,0
655,1377,control,0.0,0
656,1378,control,0.0,0
657,1379,control,0.0,0
658,1381,control,0.0,0
659,1383,variant,0.0,0
660,1384,control,0.0,0
661,1385,variant,0.0,0
662,1389,control,0.0,0
663,1390,control,0.0,0
664,1391,variant,0.0,0
665,1393,control,0.0,0
666,1394,variant,0.0,0
667,1395,control,0.0,0
668,1396,control,0.0,0
669,1397,control,0.0,0
670,1399,variant,0.0,0
671,1401,variant,0.0,0
672,1403,variant,0.0,0
673,1408,control,0.0,0
674,1409,variant,0.0,0
675,1411,control,0.0,0
676,1412,control,0.0,0
677,1413,variant,0.0,0
678,1414,control,0.0,0
679,1415,variant,0.0,0
680,1418,variant,0.0,0
681,1423,control,0.0,0
682,1424,variant,0.0,0
683,1426,variant,0.0,0
684,1427,variant,0.0,0
685,1437,variant,0.0,0
686,1439,variant,0.0,0
687,1440,control,0.0,0
688,1441,control,0.0,0
689,1443,variant,0.0,0
690,1444,variant,0.0,0
691,1448,variant,0.0,0
692,1449,control,0.0,0
693,1450,variant,0.0,0
694,1452,variant,0.0,0
695,1457,control,0.0,0
696,1458,control,0.0,0
697,1460,variant,0.0,0
698,1463,control,0.0,0
699,1468,control,0.0,0
700,1470,variant,0.0,0
701,1471,control,0.0,0
702,1472,variant,0.0,0
703,1473,variant,0.0,0
704,1477,control,0.0,0
705,1481,variant,0.0,0
706,1482,variant,0.0,0
707,1483,control,0.0,0
708,1485,variant,0.0,0
709,1488,variant,0.0,0
710,1494,variant,0.0,0
711,1495,control,0.0,0
712,1497,control,0.0,0
713,1500,control,0.0,0
714,1501,variant,0.0,0
715,1502,control,0.0,0
716,1505,control,0.0,0
717,1506,control,0.0,0
718,1509,variant,0.0,0
719,1511,variant,0.0,0
720,1512,variant,0.0,0
721,1514,variant,0.0,0
722,1515,control,0.0,0
723,1516,variant,0.0,0
724,1517,variant,0.0,0
725,1518,control,0.0,0
726,1519,variant,0.0,0
727,1521,variant,0.0,0
728,1525,control,0.0,0
729,1529,control,0.0,0
730,1530,variant,0.0,0
731,1532,control,0.0,0
732,1533,variant,0.0,0
733,1535,variant,0.0,0
734,1538,control,0.0,0
735,1539,control,0.0,0
736,1544,variant,0.0,0
737,1547,variant,0.0,0
738,1548,variant,0.0,0
739,1550,control,0.0,0
740,1552,control,0.0,0
741,1554,variant,0.0,0
742,1555,variant,0.0,0
743,1558,control,0.0,0
744,1562,variant,0.0,0
745,1563,variant,0.0,0
746,1565,variant,0.0,0
747,1566,control,0.0,0
748,1567,variant,0.0,0
749,1569,variant,0.0,0
750,1571,variant,0.0,0
751,1574,variant,0.0,0
752,1575,control,0.0,0
753,1577,variant,0.0,0
754,1578,variant,0.0,0
755,1580,variant,0.0,0
756,1581,control,0.0,0
757,1583,control,0.0,0
758,1584,control,0.0,0
759,1585,variant,0.0,0
760,1586,variant,0.0,0
761,1591,variant,0.0,0
762,1592,variant,0.0,0
763,1593,control,0.0,0
764,1597,variant,0.0,0
765,1598,variant,0.0,0
766,1601,control,0.0,0
767,1602,variant,0.0,0
768,1603,control,0.0,0
769,1604,variant,0.0,0
770,1605,variant,0.0,0
771,1606,control,0.0,0
772,1607,variant,0.0,0
773,1608,variant,0.0,0
774,1610,variant,0.0,0
775,1613,control,0.0,0
776,1615,variant,0.0,0
777,1616,variant,0.0,0
778,1617,control,0.0,0
779,1618,variant,0.0,0
780,1621,variant,0.0,0
781,1622,control,0.0,0
782,1625,variant,0.0,0
783,1627,variant,0.0,0
784,1632,variant,0.0,0
785,1633,control,0.0,0
786,1634,variant,0.0,0
787,1635,variant,0.0,0
788,1637,variant,0.0,0
789,1639,control,0.0,0
790,1645,variant,0.0,0
791,1646,control,0.0,0
792,1649,variant,0.0,0
793,1652,variant,0.0,0
794,1655,variant,0.0,0
795,1659,control,0.0,0
796,1661,control,0.0,0
797,1662,control,0.0,0
798,1665,variant,0.0,0
799,1667,variant,0.0,0
800,1668,control,0.0,0
801,1670,control,0.0,0
802,1671,control,0.0,0
803,1674,control,0.0,0
804,1675,control,0.0,0
805,1676,variant,0.0,0
806,1677,control,0.0,0
807,1678,variant,0.0,0
808,1680,control,0.0,0
809,1682,variant,0.0,0
810,1683,variant,0.0,0
811,1685,variant,0.0,0
812,1688,variant,0.0,0
813,1689,variant,0.0,0
814,1692,control,0.0,0
815,1695,control,0.0,0
816,1697,control,0.0,0
817,1699,variant,0.0,0
818,1703,control,0.0,0
819,1705,variant,0.0,0
820,1707,control,0.0,0
821,1708,variant,0.0,0
822,1710,control,0.0,0
823,1711,variant,0.0,0
824,1712,variant,0.0,0
825,1713,variant,0.0,0
826,1714,variant,0.0,0
827,1719,control,0.0,0
828,1721,variant,0.0,0
829,1725,variant,0.0,0
830,1727,variant,0.0,0
831,1729,control,0.0,0
832,1730,variant,0.0,0
833,1731,control,0.0,0
834,1732,control,0.0,0
835,1735,variant,0.0,0
836,1736,variant,0.0,0
837,1739,control,0.0,0
838,1740,variant,0.0,0
839,1742,variant,0.0,0
840,1743,control,0.0,0
841,1744,variant,0.0,0
842,1746,control,0.0,0
843,1747,control,0.0,0
844,1748,control,0.0,0
845,1752,control,0.0,0
846,1753,variant,0.0,0
847,1754,control,0.0,0
848,1757,control,0.0,0
849,1758,control,0.0,0
850,1759,control,0.0,0
851,1761,control,0.0,0
852,1762,variant,0.0,0
853,1764,variant,0.0,0
854,1765,control,0.0,0
855,1771,control,0.0,0
856,1772,control,0.0,0
857,1773,control,11.98,1
858,1774,control,0.0,0
859,1775,control,0.0,0
860,1776,variant,0.0,0
861,1777,control,0.0,0
862,1778,variant,0.0,0
863,1780,variant,0.0,0
864,1782,control,0.0,0
865,1784,control,0.0,0
866,1787,control,0.0,0
867,1788,control,8.66,1
868,1790,control,0.0,0
869,1792,variant,0.0,0
870,1795,variant,0.0,0
871,1796,variant,0.0,0
872,1798,variant,0.0,0
873,1799,control,0.0,0
874,1803,variant,0.0,0
875,1804,control,0.0,0
876,1805,variant,0.0,0
877,1807,control,0.0,0
878,1809,control,0.0,0
879,1810,variant,0.0,0
880,1811,control,0.0,0
881,1813,control,0.0,0
882,1815,control,0.0,0
883,1819,variant,0.0,0
884,1820,variant,0.0,0
885,1821,control,0.0,0
886,1825,control,0.0,0
887,1827,control,0.0,0
888,1829,variant,0.0,0
889,1830,control,0.0,0
890,1834,variant,0.0,0
891,1836,control,0.0,0
892,1840,control,0.0,0
893,1843,variant,0.0,0
894,1844,control,0.0,0
895,1846,variant,0.0,0
896,1849,control,0.0,0
897,1850,control,0.0,0
898,1851,control,0.0,0
899,1852,variant,0.0,0
900,1853,control,0.0,0
901,1854,variant,0.0,0
902,1857,variant,0.0,0
903,1859,variant,0.0,0
904,1860,control,0.0,0
905,1862,control,0.0,0
906,1863,variant,0.0,0
907,1866,variant,0.0,0
908,1872,variant,0.0,0
909,1873,control,0.0,0
910,1874,variant,0.0,0
911,1875,variant,0.0,0
912,1877,control,0.0,0
913,1879,control,0.0,0
914,1881,variant,0.0,0
915,1883,control,4.33,1
916,1884,control,0.0,0
917,1885,variant,0.0,0
918,1886,variant,0.0,0
919,1888,variant,0.0,0
920,1889,variant,0.0,0
921,1891,variant,0.0,0
922,1895,variant,0.0,0
923,1896,variant,0.0,0
924,1897,control,0.0,0
925,1898,control,0.0,0
926,1899,control,0.0,0
927,1900,variant,0.0,0
928,1904,control,0.0,0
929,1909,control,0.0,0
930,1911,control,0.0,0
931,1912,variant,0.0,0
932,1914,variant,0.0,0
933,1916,control,0.0,0
934,1917,variant,0.0,0
935,1920,variant,0.0,0
936,1921,control,0.0,0
937,1924,control,0.0,0
938,1925,variant,0.0,0
939,1926,control,0.0,0
940,1928,control,0.0,0
941,1930,variant,0.0,0
942,1931,control,0.0,0
943,1932,variant,0.0,0
944,1933,variant,0.0,0
945,1935,control,0.0,0
946,1939,control,1.56,1
947,1940,control,0.0,0
948,1941,control,0.0,0
949,1944,variant,0.0,0
950,1945,variant,0.0,0
951,1946,control,0.0,0
952,1949,control,0.0,0
953,1952,control,0.0,0
954,1954,variant,0.0,0
955,1956,variant,0.0,0
956,1958,control,0.0,0
957,1961,variant,0.0,0
958,1963,control,0.0,0
959,1970,control,0.0,0
960,1971,variant,0.0,0
961,1972,variant,0.0,0
962,1973,control,14.07,1
963,1974,control,0.0,0
964,1975,variant,0.0,0
965,1977,variant,0.0,0
966,1978,control,0.0,0
967,1979,control,0.0,0
968,1983,control,0.0,0
969,1985,control,0.0,0
970,1987,control,0.0,0
971,1988,variant,0.0,0
972,1994,control,0.0,0
973,1998,control,0.0,0
974,1999,control,0.0,0
975,2001,control,0.0,0
976,2003,variant,0.0,0
977,2005,control,0.0,0
978,2008,variant,0.0,0
979,2010,control,0.0,0
980,2011,variant,0.0,0
981,2012,variant,0.0,0
982,2013,control,0.0,0
983,2016,control,0.0,0
984,2017,control,0.0,0
985,2018,control,0.0,0
986,2019,control,0.0,0
987,2020,variant,0.0,0
988,2023,control,0.0,0
989,2026,control,0.0,0
990,2034,control,0.0,0
991,2035,control,0.0,0
992,2036,control,0.0,0
993,2040,control,0.0,0
994,2045,control,0.0,0
995,2046,variant,0.0,0
996,2047,variant,0.0,0
997,2048,variant,0.0,0
998,2049,variant,0.0,0
999,2050,variant,0.0,0
1000,2051,variant,0.0,0
1001,2056,control,0.0,0
1002,2057,control,0.0,0
1003,2059,control,14.24,1
1004,2060,variant,0.0,0
1005,2064,control,0.0,0
1006,2068,variant,0.0,0
1007,2073,control,0.0,0
1008,2075,variant,0.0,0
1009,2080,variant,0.0,0
1010,2081,variant,0.0,0
1011,2083,control,0.0,0
1012,2084,variant,0.0,0
1013,2086,control,0.0,0
1014,2087,variant,0.0,0
1015,2091,control,0.0,0
1016,2092,control,0.0,0
1017,2099,variant,0.0,0
1018,2100,control,0.0,0
1019,2105,variant,0.0,0
1020,2107,variant,0.0,0
1021,2108,control,0.0,0
1022,2109,variant,0.0,0
1023,2110,control,0.0,0
1024,2111,variant,0.0,0
1025,2113,variant,0.0,0
1026,2114,control,0.0,0
1027,2115,variant,0.0,0
1028,2117,control,0.0,0
1029,2118,control,0.0,0
1030,2122,control,0.0,0
1031,2124,variant,0.0,0
1032,2128,variant,0.0,0
1033,2130,variant,0.0,0
1034,2131,variant,0.0,0
1035,2136,variant,0.0,0
1036,2138,control,0.58,1
1037,2140,control,0.0,0
1038,2141,control,0.0,0
1039,2145,variant,0.0,0
1040,2147,variant,0.0,0
1041,2148,control,0.0,0
1042,2150,control,0.0,0
1043,2151,variant,0.0,0
1044,2152,control,0.0,0
1045,2154,variant,0.0,0
1046,2155,control,0.0,0
1047,2158,control,0.0,0
1048,2159,control,0.0,0
1049,2160,control,0.0,0
1050,2161,control,0.0,0
1051,2162,variant,0.0,0
1052,2163,variant,0.0,0
1053,2164,variant,0.0,0
1054,2166,control,29.32,1
1055,2169,variant,0.0,0
1056,2173,variant,0.0,0
1057,2176,variant,0.0,0
1058,2177,variant,0.0,0
1059,2179,variant,0.0,0
1060,2181,control,1.01,1
1061,2185,control,0.0,0
1062,2186,variant,0.0,0
1063,2188,variant,0.0,0
1064,2190,control,0.0,0
